AgencyORI,AgencyLongName,CountyName,ReportingYear,Unf_Murder,Unf_Rape,Unf_Robbery,Unf_AggAssault,Unf_HumanTraff,Unf_Burglary,Unf_Larceny,Unf_MotorVehTheft,Unf_Arson,Actual_Murder,Actual_Rape,Actual_Robbery,Actual_AggAssault,Actual_HumanTraff,Actual_Burglary,Actual_Larceny,Actual_MotorVehTheft,Actual_Arson,Cleared_Murder,Cleared_Rape,Cleared_Robbery,Cleared_AggAssault,Cleared_HumanTraff,Cleared_Burglary,Cleared_Larceny,Cleared_MotorVehTheft,Cleared_Arson
MN0530000,Nobles County Sheriff,Nobles,2012,0,0,0,0,0,0,0,0,0,0,0,1,15,0,8,9,3,0,0,0,1,14,0,1,2,1,0
MN0530100,Worthington Dept of Public Safety,Nobles,2012,0,0,0,0,0,0,0,0,0,0,2,2,100,0,44,149,11,1,0,1,0,93,0,6,68,3,1
MN0540000,Norman County Sheriff,Norman,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MN0550000,Olmsted County Sheriff,Olmsted,2012,0,2,0,0,0,0,1,0,0,1,10,0,94,0,149,207,30,3,1,6,0,76,0,15,31,2,1
MN0550100,Rochester Police Dept,Olmsted,2012,0,4,0,24,0,2,7,2,1,1,64,55,708,0,495,2137,89,10,1,21,22,428,0,62,747,14,2
MN0560000,Otter Tail County Sheriff,Otter Tail,2012,0,0,0,15,0,6,15,2,0,1,12,0,157,0,161,272,27,1,0,5,0,131,0,19,64,15,1
MN0560100,Fergus Falls Police Dept,Otter Tail,2012,0,1,1,20,0,9,59,7,0,0,3,3,239,0,91,355,18,3,0,3,1,221,0,25,180,11,2
MN0570000,Pennington County Sheriff,Pennington,2012,0,0,0,0,0,0,0,0,0,1,4,0,8,0,10,35,5,1,1,3,0,7,0,3,11,3,1
MN0570100,Thief River Falls Police Dept,Pennington,2012,0,0,0,4,0,0,12,1,0,0,7,1,58,0,31,201,8,1,0,4,1,52,0,14,68,3,1
MN0580000,Pine County Sheriff,Pine,2012,0,0,0,1,0,3,2,2,0,0,11,2,263,0,198,773,77,1,0,9,2,202,0,25,146,16,0
MN0590000,Pipestone County Sheriff,Pipestone,2012,0,0,0,2,0,0,0,0,0,0,0,0,37,0,17,48,1,0,0,0,0,24,0,2,4,0,0
MN0600000,Polk County Sheriff,Polk,2012,0,3,0,36,0,5,29,2,0,0,15,1,143,0,69,146,7,10,0,8,0,123,0,24,36,3,2
MN0600100,Crookston Police Dept,Polk,2012,0,0,0,1,0,1,1,0,0,1,14,2,80,0,35,120,10,1,1,2,0,73,0,7,29,4,1
MN0600200,East Grand Forks Police Dept,Polk,2012,0,0,0,24,0,3,26,3,0,0,2,0,56,0,24,154,7,0,0,1,0,44,0,7,47,5,0
MN0610000,Pope County Sheriff,Pope,2012,0,0,0,0,0,0,0,0,0,0,2,0,13,0,19,39,1,1,0,2,0,11,0,2,2,0,1
MN0610100,Glenwood Police Dept,Pope,2012,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,12,0,0,0,0,0,5,0,0,2,0,0
MN0620000,Ramsey County Sheriff,Ramsey,2012,0,0,0,0,0,0,0,0,0,0,2,0,17,0,5,27,3,0,0,2,0,16,0,2,6,1,0
MN062010X,Arden Hills Police Dept,Ramsey,2012,0,0,0,1,0,0,0,0,0,0,1,1,19,0,32,100,15,1,0,0,0,15,0,4,20,3,1
MN062020X,Falcon Heights Police Dept,Ramsey,2012,0,0,0,0,0,2,8,2,0,0,0,0,14,0,20,98,10,0,0,0,0,13,0,2,21,1,0
MN062030X,Lauderdale Police Dept,Ramsey,2012,0,0,0,0,0,0,1,0,0,0,2,2,8,0,5,31,6,2,0,2,0,7,0,0,6,2,0
MN0620400,Maplewood Police Dept,Ramsey,2012,0,0,0,0,0,0,0,0,0,0,12,21,212,0,287,1992,195,2,0,3,4,147,0,20,674,7,0
MN0620500,Mounds View Police Dept,Ramsey,2012,0,0,0,4,0,1,6,1,0,2,9,5,124,0,69,311,27,2,2,6,4,103,0,12,51,2,0
MN0620600,New Brighton Dept of Public Safety,Ramsey,2012,0,0,0,1,0,0,2,2,0,0,4,10,55,0,104,441,39,2,0,2,4,49,0,8,40,6,1
MN0620700,North St Paul Police Dept,Ramsey,2012,0,0,0,0,0,0,0,0,0,0,1,2,30,0,33,207,21,0,0,0,0,28,0,1,24,4,0
MN0620800,Roseville Police Dept,Ramsey,2012,0,0,0,0,0,0,2,0,0,0,9,11,124,0,162,1230,99,2,0,4,3,103,0,12,367,5,0
MN0620900,St Paul Police Dept,Ramsey,2012,3,5,0,17,0,19,50,59,0,13,168,658,4001,0,3150,6938,1805,135,11,26,95,1609,0,214,3344,85,21
MN0621000,White Bear Lake Police Dept,Ramsey,2012,0,1,0,1,0,2,5,4,0,0,6,6,163,0,174,538,77,2,0,2,5,113,0,7,66,4,0
MN062110X,Little Canada Police Dept,Ramsey,2012,0,2,0,5,0,0,0,1,0,0,6,5,80,0,50,152,54,5,0,5,3,71,0,5,15,9,2
MN062120X,Shoreview Police Dept,Ramsey,2012,0,0,0,2,0,0,0,0,1,0,3,1,60,0,61,204,17,4,0,2,1,52,0,9,37,2,3
MN062130X,Vadnais Heights Police Dept,Ramsey,2012,0,0,0,1,0,0,3,1,0,0,3,5,70,0,46,298,52,6,0,0,2,56,0,12,154,10,4
MN062150X,North Oaks Police Dept,Ramsey,2012,0,0,0,0,0,0,1,0,0,0,1,0,6,0,7,23,0,0,0,1,0,4,0,1,1,0,0
MN062170X,White Bear Township Police Dept,Ramsey,2012,0,0,0,3,0,0,1,0,0,0,5,1,36,0,30,112,12,2,0,3,0,31,0,3,33,4,2
MN0630000,Red Lake County Sheriff,Red Lake,2012,0,0,0,0,0,0,1,0,0,0,0,0,8,0,0,2,0,0,0,0,0,7,0,0,1,0,0
MN0640000,Redwood County Sheriff,Redwood,2012,0,0,0,0,0,3,3,0,0,0,3,0,13,0,9,32,3,0,0,2,0,11,0,2,5,1,0
MN0640200,Redwood Falls Police Dept,Redwood,2012,0,2,0,6,0,1,36,3,0,0,6,1,64,0,35,137,5,2,0,5,1,54,0,12,31,1,1
MN0650000,Renville County Sheriff,Renville,2012,0,1,0,13,0,1,5,1,0,0,2,0,18,0,27,71,2,1,0,0,0,8,0,0,4,0,0
MN0650300,Olivia Police Dept,Renville,2012,0,0,0,2,0,3,0,0,0,0,0,0,25,0,3,7,1,0,0,0,0,24,0,0,3,1,0
MN0660000,Rice County Sheriff,Rice,2012,0,0,0,0,0,0,1,0,0,0,2,2,57,0,60,92,8,2,0,0,1,20,0,7,12,4,0
MN0660100,Faribault Police Dept,Rice,2012,0,0,0,2,0,2,2,1,0,0,13,9,289,0,138,634,17,11,0,8,3,139,0,19,143,4,2
MN0660200,Northfield Police Dept,Rice,2012,0,0,0,0,0,0,5,0,0,0,2,7,110,0,54,321,17,7,0,1,2,92,0,8,64,9,2
MN0670000,Rock County Sheriff,Rock,2012,0,0,0,0,0,0,0,0,0,0,0,0,85,0,9,52,3,0,0,0,0,83,0,3,20,3,0
MN0680000,Roseau County Sheriff,Roseau,2012,0,0,0,0,0,1,0,0,0,1,1,0,25,0,3,33,0,0,0,0,0,12,0,1,1,0,0
MN0680100,Roseau Police Dept,Roseau,2012,0,0,0,1,0,0,1,0,0,0,1,0,10,0,2,28,1,0,0,1,0,4,0,1,11,1,0
MN0680200,Warroad Police Dept,Roseau,2012,0,0,0,1,0,0,0,0,0,0,2,0,12,0,3,26,0,0,0,0,0,10,0,1,5,0,0
MN0690000,St Louis County Sheriff,St. Louis,2012,0,1,0,3,0,0,16,3,0,0,16,2,283,0,273,385,53,9,0,6,0,197,0,44,61,9,5
MN0690100,Aurora Police Dept,St. Louis,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MN0690200,Babbitt Police Dept,St. Louis,2012,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,32,1,1,0,0,0,2,0,0,6,0,0
MN0690300,Biwabik Police Dept,St. Louis,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MN0690500,Chisholm Police Dept,St. Louis,2012,0,0,0,0,0,0,0,0,0,0,0,0,13,0,8,83,4,0,0,0,0,13,0,1,5,0,0
MN0690600,Duluth Police Dept,St. Louis,2012,0,1,2,3,0,5,35,23,1,3,32,90,1136,0,642,3047,172,49,2,5,15,668,0,81,792,23,2
MN0690700,Ely Police Dept,St. Louis,2012,0,0,0,0,0,0,1,0,0,0,0,0,27,0,4,67,4,0,0,0,0,11,0,3,9,1,0
MN0690800,Eveleth Police Dept,St. Louis,2012,0,0,0,0,0,0,3,0,0,0,5,1,36,0,27,97,11,2,0,1,1,29,0,6,24,3,0
MN0690900,Gilbert Police Dept,St. Louis,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MN0691000,Hibbing Police Dept,St. Louis,2012,0,0,0,0,0,0,0,0,0,0,2,3,61,0,5,82,2,0,0,2,3,60,0,3,45,1,0
MN0691100,Hoyt Lakes Police Dept,St. Louis,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MN0691200,Mountain Iron Police Dept,St. Louis,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MN0691300,Proctor Police Dept,St. Louis,2012,0,0,0,0,0,0,7,1,0,0,0,0,21,0,10,68,7,2,0,0,0,14,0,1,10,3,1
MN0691400,Virginia Police Dept,St. Louis,2012,0,0,0,0,0,1,17,1,0,0,6,9,162,0,53,449,15,2,0,1,7,111,0,8,125,0,2
MN0691500,Floodwood Police Dept,St. Louis,2012,0,0,0,0,0,0,0,0,0,0,0,0,16,0,1,34,0,0,0,0,0,3,0,0,4,0,0
MN0691700,Hermantown Police Dept,St. Louis,2012,0,1,0,1,0,2,21,1,0,0,2,0,35,0,46,281,5,0,0,2,0,25,0,8,114,0,0
MN0691800,University of MN Police Dept - Duluth,St. Louis,2012,0,0,0,0,0,0,1,0,0,0,1,1,9,0,4,51,0,1,0,0,0,3,0,0,4,0,0
MN0700000,Scott County Sheriff,Scott,2012,0,0,0,0,0,0,0,0,0,0,0,0,39,0,5,8,1,0,0,0,0,24,0,0,0,0,0
MN0700100,Belle Plaine Police Dept,Scott,2012,0,0,1,3,0,0,12,1,1,0,2,0,42,0,4,95,1,0,0,2,0,38,0,0,38,0,0
MN0700200,Jordan Police Dept,Scott,2012,0,0,0,0,0,0,0,0,0,1,1,0,26,0,3,64,0,0,1,1,0,25,0,1,7,0,0
MN0700300,New Prague Police Dept,Scott,2012,0,4,0,2,0,3,9,0,0,0,0,0,42,0,11,72,2,0,0,0,0,30,0,4,13,1,0
MN0700400,Shakopee Police Dept,Scott,2012,0,2,2,4,0,0,15,5,0,0,20,9,229,0,146,969,26,3,0,4,1,193,0,30,235,5,0
MN0700600,Savage Police Dept,Scott,2012,0,1,1,31,0,15,26,3,1,0,6,2,164,0,90,561,15,4,0,3,1,139,0,9,129,2,1
MN0700900,Prior Lake Police Dept,Scott,2012,0,0,0,2,0,0,4,4,0,0,8,4,119,0,45,388,22,0,0,2,1,72,0,3,76,1,0
MN0710000,Sherburne County Sheriff,Sherburne,2012,0,0,0,0,0,0,0,0,0,0,10,1,121,0,109,365,35,0,0,10,1,102,0,8,25,6,0
MN0710100,Big Lake Police Dept,Sherburne,2012,0,0,0,0,0,0,0,0,0,0,0,0,47,0,18,124,2,0,0,0,0,32,0,0,10,1,0
MN0710200,Elk River Police Dept,Sherburne,2012,0,1,0,7,0,5,16,3,0,0,6,3,122,0,58,498,8,2,0,4,2,106,0,4,183,3,1
MN0710400,Becker Police Dept,Sherburne,2012,0,0,0,0,0,0,0,0,0,0,0,0,12,0,10,32,1,0,0,0,0,0,0,0,1,1,0
MN0720000,Sibley County Sheriff,Sibley,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MN0730000,Stearns County Sheriff,Stearns,2012,0,0,0,0,0,0,0,0,0,2,12,3,135,0,90,332,20,3,1,6,2,75,0,9,24,2,0
MN0730100,Cold Spring / Richmond Police Dept,Stearns,2012,0,0,0,0,0,0,0,0,0,0,1,0,18,0,4,37,2,0,0,0,0,12,0,0,2,0,0
MN0730200,Melrose Police Dept,Stearns,2012,0,0,0,0,0,0,0,0,0,0,1,0,12,0,11,30,0,0,0,0,0,8,0,0,3,0,0
MN0730300,Paynesville Police Dept,Stearns,2012,0,0,0,0,0,0,0,0,0,0,1,0,13,0,9,53,2,0,0,0,0,3,0,1,9,0,0
MN0730400,St Cloud Police Dept,Stearns,2012,0,1,0,0,0,0,0,0,0,2,67,59,570,0,315,1849,83,11,2,27,11,417,0,45,500,16,2
MN0730500,Sauk Centre Police Dept,Stearns,2012,0,0,0,0,0,0,0,0,0,0,3,1,21,0,8,84,3,0,0,1,1,18,0,1,25,2,0
MN0730600,Waite Park Police Dept,Stearns,2012,0,0,0,0,0,0,0,0,0,0,13,5,89,0,41,604,11,0,0,6,1,74,0,11,385,2,0
MN0730700,Richmond Police Dept,Stearns,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
MN0730800,Belgrade Police Dept,Stearns,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MN0731000,Kimball Police Dept,Stearns,2012,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,1,0,0,0,1,0,3,0,0,1,0,0
MN0731100,St Joseph Police Dept,Stearns,2012,0,0,0,0,0,0,0,0,0,0,0,1,10,0,3,44,3,0,0,0,1,9,0,2,31,2,0
MN0731200,Sartell Police Dept,Stearns,2012,0,0,0,0,0,0,0,0,0,0,1,1,27,0,24,356,4,0,0,0,1,14,0,3,151,1,0
MN0731400,Albany Police Dept,Stearns,2012,0,1,0,1,0,0,4,0,0,0,0,0,6,0,2,24,0,1,0,0,0,5,0,0,0,0,1
MN0731600,Avon Police Dept,Stearns,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11,0,0,0,0,0,0,0,0,1,0,0
MN0740000,Steele County Sheriff,Steele,2012,0,0,0,0,0,2,0,0,0,0,0,0,41,0,36,77,5,1,0,0,0,29,0,2,20,2,0
MN0740100,Owatonna Police Dept,Steele,2012,0,0,1,6,0,0,5,0,0,0,7,1,161,0,82,509,21,2,0,4,1,139,0,7,209,6,1
MN0740200,Blooming Prairie Police Dept,Steele,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MN0750000,Stevens County Sheriff,Stevens,2012,0,0,0,0,0,0,1,0,0,0,0,0,17,0,10,20,0,0,0,0,0,13,0,0,5,0,0
MN0750100,Morris Police Dept,Stevens,2012,0,0,0,0,0,0,0,0,0,0,5,1,31,0,10,130,1,1,0,4,0,30,0,2,77,1,0
MN0750600,University of MN Police Dept - Morris,Stevens,2012,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,1,0,0,3,0,0
MN0760000,Swift County Sheriff,Swift,2012,0,0,0,0,0,0,0,0,0,0,0,0,19,0,9,10,5,0,0,0,0,16,0,1,2,0,0
MN0760100,Appleton Police Dept,Swift,2012,0,0,0,0,0,0,0,0,0,0,3,0,12,0,5,12,0,0,0,3,0,9,0,3,4,0,0
MN0760200,Benson Police Dept,Swift,2012,0,0,0,0,0,0,4,0,0,0,3,0,27,0,25,79,6,0,0,2,0,26,0,9,11,3,0
MN0770000,Todd County Sheriff,Todd,2012,0,0,0,1,0,2,11,2,0,0,9,0,81,0,70,136,9,1,0,8,0,72,0,9,32,5,1
MN0770100,Long Prairie Police Dept,Todd,2012,0,0,0,0,0,0,0,0,0,0,1,0,14,0,6,70,1,0,0,1,0,9,0,0,18,0,0
MN0770200,Staples Police Dept,Todd,2012,0,0,0,4,0,0,2,0,0,0,0,1,29,0,18,59,5,0,0,0,1,27,0,11,40,2,0
MN0780000,Traverse County Sheriff,Traverse,2012,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,8,1,0,0,0,0,2,0,1,4,0,0
MN0780100,Browns Valley Police Dept,Traverse,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MN0780200,Wheaton Police Dept,Traverse,2012,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,7,1,1,0,0,0,1,0,0,4,0,1
MN0790000,Wabasha County Sheriff,Wabasha,2012,0,0,0,0,0,0,0,0,0,0,0,0,23,0,12,38,3,1,0,0,0,13,0,1,2,1,0
MN0790100,Lake City Police Dept,Wabasha,2012,0,0,0,0,0,0,1,0,0,0,1,1,12,0,13,63,4,0,0,0,0,9,0,2,14,0,0
MN0790200,Plainview Police Dept,Wabasha,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MN0790300,Wabasha Police Dept,Wabasha,2012,0,0,0,0,0,0,0,0,0,0,1,0,21,0,15,40,3,1,0,1,0,18,0,3,7,1,1
MN0800000,Wadena County Sheriff,Wadena,2012,0,0,0,0,0,0,0,0,0,0,5,0,34,0,24,43,5,0,0,0,0,15,0,1,0,1,0
MN0800100,Wadena Police Dept,Wadena,2012,0,0,0,0,0,0,0,0,0,0,2,0,4,0,3,7,0,0,0,1,0,3,0,2,1,0,0
MN0810000,Waseca County Sheriff,Waseca,2012,0,0,0,0,0,0,1,0,0,0,3,0,31,0,51,39,3,0,0,3,0,28,0,2,10,3,0
MN0810100,Janesville Police Dept,Waseca,2012,0,0,0,0,0,0,0,0,0,0,0,0,11,0,5,9,1,0,0,0,0,10,0,2,3,1,0
MN0810200,New Richland Police Dept,Waseca,2012,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0
MN0810300,Waseca Police Dept,Waseca,2012,0,0,0,0,0,0,1,0,0,0,3,3,71,0,24,170,6,0,0,1,2,51,0,3,73,3,0
MN0820000,Washington County Sheriff,Washington,2012,0,0,0,15,0,13,30,5,0,0,5,0,213,0,222,695,43,1,0,3,0,187,0,28,65,7,1
MN0820100,Bayport Police Dept,Washington,2012,0,0,0,0,0,0,0,1,0,0,0,0,10,0,5,31,4,0,0,0,0,9,0,1,4,0,0
MN0820200,Forest Lake Police Dept,Washington,2012,0,0,0,0,0,0,0,0,0,1,5,3,95,0,46,348,33,1,0,1,1,75,0,6,49,14,1
MN0820400,Newport Police Dept,Washington,2012,0,0,0,1,0,1,1,0,0,0,0,1,27,0,25,132,11,0,0,0,1,23,0,2,17,3,0
MN0820500,St Paul Park Police Dept,Washington,2012,0,1,0,7,0,1,6,0,0,0,2,0,75,0,36,154,16,1,0,2,0,68,0,6,27,6,0
MN0820600,Stillwater Police Dept,Washington,2012,0,0,0,1,0,0,18,6,0,0,3,1,67,0,86,370,21,3,0,2,0,49,0,13,50,5,0
MN0820700,Cottage Grove Police Dept,Washington,2012,0,0,0,11,0,9,58,4,0,1,3,3,119,0,109,518,21,15,0,3,2,99,0,8,123,10,7
MN0820800,Oakdale Police Dept,Washington,2012,0,0,0,13,0,6,12,7,0,0,8,9,202,0,170,883,69,1,0,0,3,111,0,7,204,10,0
MN0821100,Woodbury Dept of Public Safety,Washington,2012,0,0,0,2,0,2,20,2,0,0,11,7,120,0,193,1207,48,4,0,6,6,110,0,44,328,16,1
MN0821400,Oak Park Heights Police Dept,Washington,2012,0,0,0,5,0,0,14,4,0,0,1,0,14,0,16,204,2,0,0,0,0,9,0,2,60,1,0
MN0830000,Watonwan County Sheriff,Watonwan,2012,0,0,0,0,0,0,0,0,0,0,0,0,12,0,9,19,5,0,0,0,0,12,0,0,5,1,0
MN0830200,St James Police Dept,Watonwan,2012,0,0,0,0,0,0,1,0,0,0,3,0,28,0,15,96,2,2,0,3,0,27,0,3,19,2,0
MN0840000,Wilkin County Sheriff,Wilkin,2012,0,1,0,6,0,2,9,1,0,0,1,0,10,0,8,27,0,0,0,0,0,10,0,0,4,0,0
MN0840100,Breckenridge Police Dept,Wilkin,2012,0,5,0,6,0,2,22,2,0,0,1,2,13,0,22,54,2,0,0,0,1,13,0,8,8,0,0
MN0850000,Winona County Sheriff,Winona,2012,0,0,0,1,0,0,3,0,0,0,2,1,48,0,12,76,7,4,0,1,0,44,0,0,16,2,4
MN0850100,St Charles Police Dept,Winona,2012,0,0,0,0,0,0,0,0,0,0,0,0,14,0,3,25,4,2,0,0,0,10,0,0,1,0,0
MN0850200,Winona Police Dept,Winona,2012,0,0,0,7,0,2,6,2,0,0,2,7,169,0,91,379,27,0,0,2,6,114,0,15,136,5,0
MN0850300,Goodview Police Dept,Winona,2012,0,0,0,9,0,1,4,0,0,0,1,0,38,0,16,66,2,0,0,1,0,38,0,6,22,1,0
MN0850400,Lewiston Police Dept,Winona,2012,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,2,0,0,0,0,0,6,0,0,0,0,0
MN0860000,Wright County Sheriff,Wright,2012,0,0,0,0,0,0,0,0,0,0,6,7,233,0,169,1587,72,7,0,6,3,225,0,43,383,21,7
MN0860100,Buffalo Police Dept,Wright,2012,0,0,0,2,0,0,7,0,0,0,6,1,73,0,53,363,7,3,0,3,0,49,0,9,111,2,1
MN0860600,Annandale Police Dept,Wright,2012,0,0,0,0,0,0,0,0,0,0,0,0,26,0,10,67,3,0,0,0,0,19,0,2,14,1,0
MN0870000,Yellow Medicine County Sheriff,Yellow Medicine,2012,0,0,0,0,0,0,0,0,0,0,0,0,22,0,7,11,1,1,0,0,0,17,0,1,1,1,1
MN0870200,Granite Falls Police Dept,Yellow Medicine,2012,0,0,0,0,0,0,0,0,0,0,0,0,20,0,5,25,1,0,0,0,0,16,0,1,6,1,0
MNMHP0000,MN State Patrol Waters Edge,State Patrol,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MNMHP0100,MN State Patrol District 2400 - Oakdale,State Patrol,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MNMHP0200,MN State Patrol District 2100 - Rochester,State Patrol,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MNMHP0300,MN State Patrol District 2300 - Marshall,State Patrol,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MNMHP0400,MN State Patrol District 2500 - Golden Valley,State Patrol,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MNMHP0600,MN State Patrol District 2600 - St Cloud,State Patrol,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MNMHP0700,MN State Patrol District 2800 - Brainerd,State Patrol,2012,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
MNMHP0800,MN State Patrol District 2900 - Detroit Lakes,State Patrol,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MNMHP0900,MN State Patrol District 3200 - Thief River Falls,State Patrol,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MNMHP1000,MN State Patrol District 3100 - Virginia,State Patrol,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MNMHP1100,MN State Patrol District 2700 - Duluth,State Patrol,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MNMHP1200,MN State Patrol District 2200 - Mankato,State Patrol,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MNMHP1300,MN State Patrol District 4600 - Capitol Security,State Patrol,2012,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,7,0,0,0,0,0,0,0,1,6,0,0
MN0010000,Aitkin County Sheriff,Aitkin,2013,0,1,0,8,0,11,21,1,0,0,17,1,96,0,167,260,24,1,0,8,0,74,0,27,83,13,1
MN0020000,Anoka County Sheriff,Anoka,2013,0,0,1,8,0,1,18,3,0,1,30,4,277,0,249,978,70,8,0,8,1,241,0,24,191,20,0
MN0020100,Anoka Police Dept,Anoka,2013,0,2,0,0,0,1,12,4,0,0,15,9,142,0,55,487,23,2,0,2,4,98,0,12,54,1,0
MN0020200,Blaine Police Dept,Anoka,2013,0,1,0,11,0,1,13,3,0,0,10,12,289,0,148,1508,61,7,0,9,6,225,0,26,549,23,3
MN0020300,Centennial Lakes Police Dept,Anoka,2013,0,0,0,1,0,0,0,0,0,0,0,3,42,0,7,87,11,1,0,0,1,35,0,0,10,3,1
MN0020400,Columbia Heights Police Dept,Anoka,2013,0,0,1,1,0,0,4,0,0,0,2,13,185,0,100,358,27,1,0,1,6,156,0,9,82,6,0
MN0020500,Coon Rapids Police Dept,Anoka,2013,0,0,0,1,0,0,3,2,0,0,31,15,253,0,183,1530,53,9,0,16,7,207,0,48,723,13,3
MN0020600,Fridley Police Dept,Anoka,2013,0,1,0,3,0,2,1,4,0,0,14,18,177,0,157,1018,72,3,0,6,4,103,0,25,356,10,2
MN0020700,Lino Lakes Police Dept,Anoka,2013,0,0,0,0,0,0,0,0,0,0,2,0,63,0,27,140,5,1,0,2,0,54,0,6,38,1,0
MN0020800,Spring Lake Park Police Dept,Anoka,2013,0,0,0,0,0,0,0,0,0,0,3,11,96,0,41,216,20,0,0,0,3,50,0,3,13,5,0
MN0021300,Ramsey Police Dept,Anoka,2013,0,1,0,9,0,4,9,2,0,1,20,2,89,0,49,312,18,0,1,8,0,82,0,11,82,7,0
MN0021500,St Francis Police Dept,Anoka,2013,0,0,0,2,0,0,0,0,0,0,1,1,46,0,22,92,5,0,0,0,1,45,0,5,38,5,0
MN0030000,Becker County Sheriff,Becker,2013,0,1,0,1,0,1,0,0,0,2,6,0,73,0,49,95,12,1,2,2,0,71,0,25,70,8,1
MN0030100,Detroit Lakes Police Dept,Becker,2013,0,0,0,0,0,0,0,0,0,1,4,0,57,0,43,374,24,0,0,0,0,4,0,0,9,0,0
MN0040000,Beltrami County Sheriff,Beltrami,2013,0,0,0,0,0,2,6,0,0,1,17,0,257,0,99,253,17,3,1,12,0,244,0,29,67,9,0
MN0040100,Bemidji Police Dept,Beltrami,2013,0,0,1,0,0,0,13,3,0,0,13,3,343,0,67,1050,31,1,0,4,3,320,0,19,470,15,0
MN0040200,Blackduck Police Dept,Beltrami,2013,0,0,0,0,0,0,0,0,0,0,0,0,10,0,1,14,0,0,0,0,0,10,0,1,4,0,0
MN0050000,Benton County Sheriff,Benton,2013,0,0,0,0,0,0,0,0,0,0,11,0,78,0,50,130,20,3,0,4,0,47,0,7,18,4,0
MN0050200,Sauk Rapids Police Dept,Benton,2013,0,0,0,2,0,0,0,0,0,0,5,1,74,0,28,168,19,2,0,3,1,57,0,0,47,1,2
MN0060000,Big Stone County Sheriff,Big Stone,2013,0,0,0,1,0,0,1,1,0,0,1,0,11,0,7,26,2,0,0,0,0,10,0,0,6,1,0
MN0060100,Ortonville Police Dept,Big Stone,2013,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,1,0,0
