AgencyORI,AgencyLongName,CountyName,ReportingYear,Unf_Murder,Unf_Rape,Unf_Robbery,Unf_AggAssault,Unf_HumanTraff,Unf_Burglary,Unf_Larceny,Unf_MotorVehTheft,Unf_Arson,Actual_Murder,Actual_Rape,Actual_Robbery,Actual_AggAssault,Actual_HumanTraff,Actual_Burglary,Actual_Larceny,Actual_MotorVehTheft,Actual_Arson,Cleared_Murder,Cleared_Rape,Cleared_Robbery,Cleared_AggAssault,Cleared_HumanTraff,Cleared_Burglary,Cleared_Larceny,Cleared_MotorVehTheft,Cleared_Arson
MN0190800,Eagan Police Dept,Dakota,2016,2,1,1,2,0,1,1,1,0,0,11,13,214,0,106,995,43,5,0,7,6,182,0,19,297,14,1
MN0190900,Inver Grove Heights Police Dept,Dakota,2016,0,0,0,0,0,0,3,0,0,0,28,11,120,6,117,605,73,4,0,13,5,98,6,40,233,30,0
MN0191000,Apple Valley Police Dept,Dakota,2016,0,3,1,10,0,1,11,1,0,1,33,16,242,0,145,967,37,1,1,15,7,169,0,11,357,12,1
MN0191100,Lakeville Police Dept,Dakota,2016,0,0,0,5,0,2,4,0,0,0,8,7,122,3,77,507,30,1,0,6,6,97,3,15,180,5,0
MN0200000,Dodge County Sheriff,Dodge,2016,0,0,0,0,0,0,0,0,0,0,0,0,49,0,12,47,12,0,0,0,0,49,0,11,47,12,0
MN0200200,Kasson Police Dept,Dodge,2016,0,0,0,6,0,0,2,0,0,0,0,1,17,0,2,57,6,0,0,0,0,17,0,0,10,1,0
MN0200600,West Concord Police Dept,Dodge,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,1,0,0,0,0,0,0,1,16,1,0
MN0210000,Douglas County Sheriff,Douglas,2016,0,1,0,2,0,1,1,0,0,0,5,2,69,0,55,97,10,0,0,1,2,61,0,4,8,2,0
MN0210100,Alexandria Police Dept,Douglas,2016,1,0,0,0,0,1,4,1,0,1,6,2,160,0,20,294,37,0,1,4,1,140,0,6,153,14,0
MN0210200,Osakis Police Dept,Douglas,2016,0,0,0,0,0,0,1,0,0,0,0,0,8,0,5,26,0,0,0,0,0,8,0,0,6,0,0
MN0220000,Faribault County Sheriff,Faribault,2016,0,0,0,0,0,0,0,0,0,0,2,0,30,0,29,24,9,0,0,2,0,21,0,5,0,1,0
MN0220100,Blue Earth Police Dept,Faribault,2016,0,0,0,1,0,0,0,0,0,0,0,0,23,0,10,18,4,0,0,0,0,17,0,3,9,3,0
MN0220200,Elmore Police Dept,Faribault,2016,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,7,2,0,0,1,0,0,0,0,1,0,0
MN0220400,Wells Police Dept,Faribault,2016,0,0,0,0,0,0,0,0,0,0,1,0,7,0,0,1,0,0,0,0,0,5,0,0,1,0,0
MN0220500,Winnebago Public Safety,Faribault,2016,0,0,0,0,0,1,0,0,0,0,1,0,15,0,4,7,0,0,0,1,0,11,0,0,1,0,0
MN0221000,Minnesota Lake Police Dept,Faribault,2016,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,4,1,0,0,0,0,2,0,0,1,0,0
MN0230000,Fillmore County Sheriff,Fillmore,2016,1,0,0,0,1,0,0,0,0,0,0,1,48,0,23,46,4,1,0,0,1,25,0,3,3,2,0
MN0230400,Preston Police Dept,Fillmore,2016,0,0,0,0,0,2,6,0,0,0,0,0,8,0,0,1,0,0,0,0,0,8,0,0,0,0,0
MN0230500,Rushford Police Dept,Fillmore,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MN0230800,Fountain Police Dept,Fillmore,2016,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
MN0231100,Ostrander Police Dept,Fillmore,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MN0240000,Freeborn County Sheriff,Freeborn,2016,0,0,0,0,0,0,0,0,0,1,2,0,35,0,27,43,9,1,1,2,0,35,0,5,9,3,1
MN0240100,Albert Lea Police Dept,Freeborn,2016,0,0,0,0,0,0,0,0,0,0,0,4,98,1,27,290,14,1,0,0,2,94,1,7,92,9,1
MN0250000,Goodhue County Sheriff,Goodhue,2016,0,0,0,0,0,0,0,0,0,0,8,2,121,0,46,95,20,1,0,2,1,61,0,6,15,1,1
MN0250100,Cannon Falls Police Dept,Goodhue,2016,0,0,0,1,0,0,1,0,0,0,2,0,19,0,10,111,6,1,0,2,0,17,0,3,22,2,0
MN0250300,Red Wing Police Dept,Goodhue,2016,0,0,0,6,0,0,9,0,0,0,8,6,291,0,95,362,29,0,0,4,2,204,0,15,120,6,0
MN0250800,Zumbrota Police Dept,Goodhue,2016,0,0,0,0,0,0,0,0,0,0,2,0,19,0,6,48,6,0,0,1,0,9,0,2,5,1,0
MN0260000,Grant County Sheriff,Grant,2016,0,0,0,1,0,0,0,0,0,0,0,0,6,0,5,8,0,0,0,0,0,5,0,1,3,0,0
MN0260100,Elbow Lake Police Dept,Grant,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
MN0260200,Ashby Police Dept,Grant,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
MN0270000,Hennepin County Sheriff,Hennepin,2016,0,0,0,0,0,0,0,0,0,0,0,3,102,0,2,54,5,0,0,0,3,90,0,2,19,5,0
MN0270100,Bloomington Police Dept,Hennepin,2016,0,9,0,40,0,4,23,17,0,0,49,62,450,15,181,2514,115,11,0,18,31,295,12,143,1488,21,5
MN0270200,Brooklyn Center Police Dept,Hennepin,2016,0,7,3,7,1,1,5,11,0,1,24,41,236,2,98,872,114,3,1,9,21,183,1,9,403,17,0
MN0270300,Brooklyn Park Police Dept,Hennepin,2016,0,9,5,172,0,10,43,22,0,1,52,93,1593,3,387,1871,170,16,0,17,37,1022,2,59,614,21,4
MN0270400,Crystal Police Dept,Hennepin,2016,0,0,0,7,0,0,6,1,0,0,3,8,169,1,67,374,31,0,0,1,4,142,0,7,113,8,1
MN0270500,Deephaven Police Dept,Hennepin,2016,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,6,0,1,0,0,0,2,0,2,6,0,0
MN0270600,Edina Police Dept,Hennepin,2016,0,0,0,0,0,0,0,0,0,0,7,13,65,0,94,824,17,2,0,2,8,52,0,17,234,0,0
MN0270700,South Lake Minnetonka Police Dept,Hennepin,2016,0,0,0,0,0,0,5,0,0,0,2,0,35,0,18,92,4,3,0,0,0,20,0,2,19,1,1
MN0270800,Golden Valley Police Dept,Hennepin,2016,0,0,0,2,0,0,4,1,0,0,5,4,59,0,54,323,31,0,0,0,1,37,0,7,44,1,0
MN0270900,Hopkins Police Dept,Hennepin,2016,0,0,0,0,0,0,0,0,0,0,11,11,121,0,58,305,15,4,0,2,2,77,0,11,21,0,0
MN0271100,Minneapolis Police Dept,Hennepin,2016,2,16,5,99,0,9,33,22,1,35,455,1844,7746,4,3424,12183,1987,85,19,102,303,2448,1,320,1583,108,6
MN0271200,Minnetonka Police Dept,Hennepin,2016,0,0,0,1,0,0,0,1,0,0,5,10,128,15,133,620,16,1,0,1,4,92,14,12,193,1,0
MN0271400,New Hope Police Dept,Hennepin,2016,0,1,3,1,0,2,8,1,0,0,4,10,154,0,56,319,15,1,0,4,6,138,0,5,51,3,1
MN0271500,Orono Police Dept,Hennepin,2016,0,0,0,3,0,1,0,0,0,0,1,0,54,0,15,143,8,1,0,0,0,49,0,0,23,2,0
MN0271600,Osseo Police Dept,Hennepin,2016,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,1,0,0,0,0,0,0,0,0,0,0
MN0271700,Plymouth Police Dept,Hennepin,2016,0,1,0,3,0,0,7,4,0,1,12,14,245,19,215,759,35,3,1,4,9,197,19,24,192,7,0
MN0271800,Richfield Police Dept,Hennepin,2016,0,1,1,8,0,2,10,4,0,0,8,38,205,1,114,742,62,4,0,3,12,156,1,9,243,12,0
MN0271900,Robbinsdale Police Dept,Hennepin,2016,0,0,0,1,0,0,0,0,0,0,8,10,115,0,48,180,37,1,0,1,2,83,0,3,25,6,0
MN0272000,St Anthony Police Dept,Hennepin,2016,0,0,0,1,0,1,7,5,0,0,1,2,26,1,40,146,6,0,0,1,1,24,1,5,39,3,0
MN0272100,St Louis Park Police Dept,Hennepin,2016,0,0,0,0,0,0,0,0,0,0,12,17,320,2,99,1042,44,0,0,7,10,291,1,15,299,16,0
MN0272300,Wayzata Police Dept,Hennepin,2016,0,0,0,1,0,1,1,0,0,0,2,2,41,0,10,103,3,0,0,2,2,37,0,7,25,1,0
MN0272400,University of MN Police Dept - Minneapolis,Hennepin,2016,0,0,0,0,0,0,5,0,0,0,2,4,26,0,23,452,10,0,0,1,0,14,0,4,45,0,0
MN0272500,Metropolitan Airport Police Dept,Ramsey,2016,0,0,0,0,0,0,33,9,0,0,2,1,20,0,0,260,58,0,0,0,0,16,0,0,67,43,0
MN0272600,Eden Prairie Police Dept,Hennepin,2016,0,1,1,8,0,0,14,0,0,2,15,8,122,9,75,627,27,2,2,8,3,98,8,24,238,14,1
MN0272700,Maple Grove Police Dept,Hennepin,2016,0,1,0,7,0,2,2,0,0,0,14,8,240,17,89,1063,35,4,0,3,3,175,17,6,283,1,2
MN0272800,Minnetrista Public Safety Dept,Hennepin,2016,0,0,0,1,0,0,2,0,0,0,0,0,29,0,6,73,5,0,0,0,0,26,0,2,18,1,0
MN0272900,Champlin Police Dept,Hennepin,2016,0,0,0,0,0,0,0,0,0,0,10,3,66,0,49,246,9,1,0,5,1,50,0,21,52,2,0
MN0273000,Medina Police Dept,Hennepin,2016,0,0,0,0,0,0,2,0,0,0,0,0,17,0,10,87,2,0,0,0,0,16,0,4,26,1,0
MN0273100,Corcoran Police Dept,Hennepin,2016,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,25,1,0,0,0,0,2,0,2,25,1,0
MN0273200,Dayton Police Dept,Hennepin,2016,0,0,0,0,0,0,0,1,0,0,0,0,11,0,4,34,5,0,0,0,0,5,0,1,21,0,0
MN0273400,Rogers Police Dept,Hennepin,2016,0,0,0,8,0,0,4,2,0,0,3,1,65,0,14,162,9,1,0,0,0,34,0,1,75,3,1
MN0273700,West Hennepin Dept of Public Safety,Hennepin,2016,0,0,0,0,0,0,0,0,0,0,1,0,14,0,5,40,1,0,0,1,0,14,0,2,11,0,0
MN0274000,Three Rivers Park District Police Dept,Hennepin,2016,0,0,0,0,0,0,0,0,0,0,1,2,8,0,2,62,0,1,0,1,0,6,0,1,6,0,1
MN0280000,Houston County Sheriff,Houston,2016,0,0,0,0,0,0,4,2,0,0,2,0,24,0,7,32,3,0,0,2,0,23,0,2,5,2,0
MN0280100,Caledonia Police Dept,Houston,2016,0,0,0,0,0,1,0,0,0,0,0,0,10,0,0,4,0,0,0,0,0,9,0,0,3,0,0
MN0280200,Houston Police Dept,Houston,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MN0280300,La Crescent Police Dept,Houston,2016,0,0,0,2,0,0,0,0,0,0,0,0,5,0,2,27,1,0,0,0,0,5,0,1,14,1,0
MN0280400,Spring Grove Police Dept,Houston,2016,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,20,1,0,0,0,0,7,0,1,18,1,0
MN0280500,Hokah Police Dept,Houston,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,0,0,0,0,0,0,0,2,3,0,0
MN0290000,Hubbard County Sheriff,Hubbard,2016,0,2,0,18,0,14,37,6,0,0,6,1,142,0,74,126,9,1,0,4,0,138,0,12,47,3,1
MN0290100,Park Rapids Police Dept,Hubbard,2016,0,0,0,19,0,4,47,3,0,0,1,1,95,0,32,243,12,1,0,1,0,90,0,3,135,8,1
MN0290200,Akeley Police Dept,Hubbard,2016,0,0,0,0,0,0,4,0,0,0,0,0,2,0,0,20,0,0,0,0,0,2,0,0,12,0,0
MN0300000,Isanti County Sheriff,Isanti,2016,0,0,0,3,0,0,1,0,0,0,10,0,97,0,88,216,24,1,0,6,1,87,0,16,38,6,0
MN0300100,Cambridge Police Dept,Isanti,2016,0,0,0,0,0,0,0,0,0,0,0,0,64,1,31,261,13,0,0,0,0,46,1,2,116,2,0
MN0300200,Braham Police Dept,Isanti,2016,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
MN0300300,Isanti Police Dept,Isanti,2016,0,1,0,0,0,1,0,0,0,0,0,0,33,0,23,79,2,0,0,0,0,33,0,4,19,1,0
MN0310000,Itasca County Sheriff,Itasca,2016,0,0,0,2,0,1,2,0,0,1,13,0,72,0,40,89,6,1,1,10,0,66,0,13,32,5,0
MN0310100,Bovey Police Dept,Itasca,2016,0,0,0,0,0,0,0,0,0,0,0,0,8,0,2,5,0,0,0,0,0,8,0,1,5,0,0
MN0310200,Coleraine Police Dept,Itasca,2016,0,0,0,0,0,0,2,0,0,0,0,0,4,0,0,7,0,0,0,0,0,3,0,0,6,0,0
MN0310300,Grand Rapids Police Dept,Itasca,2016,0,3,0,13,0,0,16,1,0,0,6,1,68,0,27,182,1,0,0,2,1,59,0,8,87,1,0
MN0310400,Keewatin Police Dept,Itasca,2016,0,0,0,0,0,0,0,0,0,0,0,0,17,0,2,13,1,0,0,0,0,16,0,1,6,1,0
MN0310500,Nashwauk Police Dept,Itasca,2016,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,22,3,0,0,0,0,7,0,1,15,3,0
MN0310700,Deer River Police Dept,Itasca,2016,0,0,1,1,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,3,0,0,3,0,0
MN0320000,Jackson County Sheriff,Jackson,2016,0,0,0,0,0,0,0,0,0,0,1,1,8,0,7,31,2,0,0,1,0,8,0,2,1,0,0
MN0320200,Lakefield Police Dept,Jackson,2016,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,3,0,0,0,0,0
MN0330000,Kanabec County Sheriff,Kanabec,2016,0,0,0,0,0,0,0,0,0,0,0,0,164,0,68,140,29,0,0,0,0,161,0,66,133,24,0
MN0340000,Kandiyohi County Sheriff,Kandiyohi,2016,0,0,0,0,0,0,3,3,0,0,3,2,102,0,26,126,14,0,0,2,0,81,0,5,21,7,0
MN0340100,Willmar Police Dept,Kandiyohi,2016,0,0,0,0,0,0,2,0,0,0,18,9,139,0,49,353,18,0,0,14,4,125,0,13,175,9,0
MN0340200,Atwater Police Dept,Kandiyohi,2016,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0
MN0350000,Kittson County Sheriff,Kittson,2016,0,0,0,0,0,0,0,0,0,0,0,0,7,0,2,18,0,0,0,0,0,7,0,0,0,0,0
MN0350100,Hallock Police Dept,Kittson,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0
MN0360000,Koochiching County Sheriff,Koochiching,2016,0,0,0,0,0,0,0,0,0,0,1,0,9,0,7,14,0,1,0,1,0,3,0,1,0,0,0
MN0360100,International Falls Police Dept,Koochiching,2016,0,0,0,0,0,0,0,0,0,0,3,0,25,0,6,21,1,0,0,0,0,8,0,1,1,0,0
MN0370000,Lac Qui Parle County Sheriff,Lac qui Parle,2016,0,1,0,1,0,0,0,0,0,0,1,0,7,0,11,15,0,1,0,0,0,5,0,0,2,0,0
MN0370100,Dawson Police Dept,Lac qui Parle,2016,0,0,0,0,0,1,0,1,0,0,0,0,2,0,4,16,0,0,0,0,0,1,0,0,7,0,0
MN0370500,Boyd Police Dept,Lac qui Parle,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MN0380000,Lake County Sheriff,Lake,2016,0,0,0,0,0,0,0,0,0,0,0,0,10,0,4,5,5,0,0,0,0,7,0,0,1,0,0
MN0380100,Silver Bay Police Dept,Lake,2016,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0
MN0380200,Two Harbors Police Dept,Lake,2016,0,0,0,0,0,0,0,0,0,0,0,0,19,0,3,16,3,0,0,0,0,14,0,0,4,0,0
MN0390000,Lake of the Woods County Sheriff,Lake of the Woods,2016,0,0,0,0,0,0,0,0,0,0,1,0,4,0,2,2,1,0,0,0,0,3,0,0,1,0,0
MN0390100,Baudette Police Dept,Lake of the Woods,2016,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
MN0400000,Le Sueur County Sheriff,Le Sueur,2016,0,0,0,0,0,0,0,0,0,0,1,0,19,0,31,78,0,0,0,1,0,19,0,3,5,0,0
MN0400200,Le Sueur Police Dept,Le Sueur,2016,0,0,0,0,0,0,0,0,0,0,0,0,20,0,11,47,5,0,0,0,0,19,0,0,11,1,0
MN0400300,Montgomery Police Dept,Le Sueur,2016,0,0,0,0,0,0,0,0,0,0,1,0,21,0,11,56,8,0,0,0,0,19,0,2,7,2,0
MN0410000,Lincoln County Sheriff,Lincoln,2016,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MN0420000,Lyon County Sheriff,Lyon,2016,0,0,0,0,0,0,0,0,0,0,0,0,25,0,20,32,4,0,0,0,0,12,0,2,4,1,0
MN0420100,Marshall Police Dept,Lyon,2016,0,0,0,0,0,0,0,0,0,1,2,4,94,1,49,142,9,1,1,2,2,77,1,18,77,6,0
MN0420200,Tracy Police Dept,Lyon,2016,0,0,0,0,0,0,0,0,0,0,0,0,21,0,6,36,2,0,0,0,0,10,0,2,2,1,0
MN0420300,Minneota Police Dept,Lyon,2016,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0
MN0430000,McLeod County Sheriff,McLeod,2016,0,0,0,0,0,0,0,0,0,0,6,0,34,0,28,51,2,0,0,4,0,28,0,4,10,1,0
MN0430100,Glencoe Police Dept,McLeod,2016,0,2,0,26,0,0,2,0,0,0,1,0,23,0,3,64,1,0,0,1,0,22,0,1,11,1,0
MN0430200,Hutchinson Police Dept,McLeod,2016,0,0,0,0,0,0,0,0,0,0,4,0,73,0,22,255,4,0,0,2,0,54,0,3,69,0,0
MN0430300,Brownton Police Dept,McLeod,2016,0,0,0,0,0,0,0,0,0,0,1,0,4,0,3,1,1,0,0,0,0,4,0,1,0,1,0
MN0430400,Lester Prairie Police Dept,McLeod,2016,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,13,1,0,0,0,0,3,0,1,2,1,0
MN0430500,Silver Lake Police Dept,McLeod,2016,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,18,2,0,0,0,0,0,0,0,3,0,0
MN0430700,Winsted Police Dept,McLeod,2016,0,0,0,0,0,0,0,0,0,0,1,0,9,0,4,22,0,0,0,0,0,9,0,0,3,0,0
MN0440000,Mahnomen County Sheriff,Mahnomen,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
MN0450000,Marshall County Sheriff,Marshall,2016,0,0,0,0,0,0,0,0,0,0,1,0,29,0,8,29,7,1,0,1,0,29,0,8,29,7,0
MN0460000,Martin County Sheriff,Martin,2016,0,0,0,0,0,0,0,0,0,0,1,0,14,0,5,9,1,0,0,0,0,11,0,2,5,1,0
MN0460100,Fairmont Police Dept,Martin,2016,0,0,0,2,0,1,12,1,0,0,11,3,63,1,37,160,9,0,0,7,2,49,1,7,49,3,0
MN0470000,Meeker County Sheriff,Meeker,2016,0,1,0,1,0,1,3,1,0,1,11,0,85,0,25,73,15,0,1,5,0,63,0,4,14,2,0
MN0470100,Litchfield Police Dept,Meeker,2016,0,0,0,2,0,1,2,0,0,0,4,0,65,0,9,91,6,1,0,1,0,50,0,1,16,1,0
MN0470200,Eden Valley Police Dept,Meeker,2016,0,0,0,1,0,0,0,0,0,0,0,0,7,0,3,4,0,0,0,0,0,5,0,1,0,0,0
MN0480000,Mille Lacs County Sheriff,Mille Lacs,2016,0,0,0,0,0,5,9,5,0,1,5,3,161,0,79,321,55,0,1,5,3,170,0,78,313,54,0
MN0480100,Milaca Police Dept,Mille Lacs,2016,0,0,0,0,0,0,2,0,0,0,0,0,15,0,5,27,0,0,0,0,0,10,0,3,1,0,0
MN0480200,Princeton Police Dept,Mille Lacs,2016,0,0,0,1,0,0,1,0,0,0,2,1,26,0,19,149,8,0,0,2,1,26,0,5,58,2,0
MN0480300,Isle Police Dept,Mille Lacs,2016,0,0,0,0,0,0,2,0,0,0,1,0,1,0,1,13,1,0,0,1,0,1,0,1,13,0,0
MN0480400,Onamia Police Dept,Mille Lacs,2016,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,3,1,0,0,0,0,5,0,0,3,1,0
MN0490000,Morrison County Sheriff,Morrison,2016,0,6,0,10,0,1,8,1,0,0,3,0,20,0,17,33,9,0,0,1,0,16,0,0,11,3,0
MN0490100,Little Falls Police Dept,Morrison,2016,0,0,0,0,0,0,0,0,0,0,1,1,58,0,15,122,9,1,0,1,0,38,0,1,77,7,1
MN0500000,Mower County Sheriff,Mower,2016,0,0,0,0,0,0,0,0,0,0,2,0,53,0,35,47,9,0,0,0,0,37,0,7,11,3,0
MN0500100,Austin Police Dept,Mower,2016,0,0,0,0,0,0,2,0,0,0,9,6,286,0,114,449,27,1,0,6,4,219,0,26,173,14,0
MN0510000,Murray County Sheriff,Murray,2016,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,31,2,0,0,0,0,5,0,4,31,2,0
MN0510100,Fulda Police Dept,Murray,2016,0,0,0,0,0,0,0,0,0,0,1,0,10,0,0,17,0,0,0,1,0,10,0,0,16,0,0
MN0510200,Slayton Police Dept,Murray,2016,0,0,0,0,0,0,0,0,0,0,1,0,9,0,2,38,1,0,0,1,0,9,0,2,38,1,0
MN0520000,Nicollet County Sheriff,Nicollet,2016,0,0,0,2,0,3,2,1,0,0,2,0,20,0,21,41,0,0,0,0,0,21,0,1,11,0,0
MN0520100,North Mankato Police Dept,Nicollet,2016,0,0,0,1,0,0,0,0,0,0,0,0,68,3,30,116,3,3,0,0,0,69,3,29,114,3,1
MN0520200,St Peter Police Dept,Nicollet,2016,0,0,0,1,0,0,4,0,0,0,1,2,59,0,20,129,8,1,0,1,1,41,0,7,30,2,1
MN0530000,Nobles County Sheriff,Nobles,2016,0,0,0,0,0,0,0,0,0,0,1,0,13,0,15,8,1,0,0,1,0,12,0,1,3,1,0
MN0530100,Worthington Dept of Public Safety,Nobles,2016,0,0,0,0,0,0,2,0,0,0,6,4,61,1,41,146,9,0,0,5,1,59,1,12,59,6,0
MN0540000,Norman County Sheriff,Norman,2016,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0
MN0550000,Olmsted County Sheriff,Olmsted,2016,0,0,0,0,0,1,0,0,0,0,13,2,82,0,85,170,25,7,0,6,1,71,0,10,35,5,3
MN0550100,Rochester Police Dept,Olmsted,2016,0,4,0,17,0,2,4,1,0,0,76,49,732,9,375,1972,132,0,0,22,22,560,10,64,890,32,0
MN0560000,Otter Tail County Sheriff,Otter Tail,2016,0,1,0,5,0,0,4,0,0,0,6,0,105,1,155,206,18,3,0,4,0,75,1,35,39,12,3
MN0560100,Fergus Falls Police Dept,Otter Tail,2016,0,0,0,21,0,14,73,11,0,1,3,1,186,1,107,374,9,2,1,2,1,174,1,27,213,6,2
MN0570000,Pennington County Sheriff,Pennington,2016,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,7,3,0,0,0,0,4,0,1,0,0,0
MN0570100,Thief River Falls Police Dept,Pennington,2016,0,0,0,2,0,0,5,0,0,0,1,0,29,0,12,86,5,0,0,0,0,24,0,1,33,1,0
MN0580000,Pine County Sheriff,Pine,2016,0,0,0,0,0,0,0,1,0,0,20,6,276,0,164,597,103,6,0,12,5,258,0,45,138,45,1
MN0590000,Pipestone County Sheriff,Pipestone,2016,0,0,0,22,0,2,4,1,0,0,0,0,118,0,12,47,1,0,0,0,0,36,0,1,8,0,0
MN0600000,Polk County Sheriff,Polk,2016,0,1,0,24,0,5,5,1,0,0,9,0,100,0,72,146,10,3,0,4,0,62,0,11,39,2,1
MN0600100,Crookston Police Dept,Polk,2016,0,0,0,1,0,0,0,0,0,0,10,0,57,0,13,37,7,2,0,3,0,54,0,5,32,3,0
MN0600200,East Grand Forks Police Dept,Polk,2016,0,0,0,8,0,3,24,3,0,0,2,0,43,0,33,151,6,0,0,0,0,27,0,8,48,2,0
MN0610000,Pope County Sheriff,Pope,2016,0,0,0,0,0,0,0,0,0,0,0,0,16,0,6,22,5,0,0,0,0,14,0,1,8,0,0
MN0610100,Glenwood Police Dept,Pope,2016,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,5,0,0,0,0,0,2,0,2,5,0,0
MN0610200,Starbuck Police Dept,Pope,2016,0,0,0,0,0,0,0,0,0,0,0,0,9,0,2,17,0,0,0,0,0,5,0,0,0,0,0
MN0620000,Ramsey County Sheriff,Ramsey,2016,0,1,0,8,0,0,2,0,0,1,23,16,306,0,140,876,80,1,1,11,2,201,0,19,110,25,0
MN062010X,Arden Hills Police Dept,Ramsey,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MN062020X,Falcon Heights Police Dept,Ramsey,2016,0,1,0,0,0,2,0,1,0,0,1,0,7,0,26,58,4,0,0,1,0,7,0,1,12,1,0
MN062030X,Lauderdale Police Dept,Ramsey,2016,0,0,0,0,0,0,0,1,0,0,0,3,7,0,8,20,3,0,0,0,2,4,0,0,3,3,0
MN0620400,Maplewood Police Dept,Ramsey,2016,0,0,0,2,0,0,0,0,0,0,20,44,328,1,208,1403,141,1,0,6,10,210,0,32,530,7,1
MN0620500,Mounds View Police Dept,Ramsey,2016,0,0,0,1,0,0,0,0,0,0,5,6,94,0,47,338,27,0,0,3,4,78,0,6,51,8,0
MN0620600,New Brighton Dept of Public Safety,Ramsey,2016,0,0,0,0,0,0,3,0,0,0,3,7,83,0,83,404,27,4,0,1,1,71,0,5,16,1,0
MN0620700,North St Paul Police Dept,Ramsey,2016,0,0,0,0,0,0,0,0,0,0,2,3,49,0,30,210,22,0,0,0,0,34,0,2,56,6,0
MN0620800,Roseville Police Dept,Ramsey,2016,1,0,0,2,0,0,4,3,0,0,10,33,168,2,177,1559,77,8,0,2,4,104,1,36,711,10,0
MN0620900,St Paul Police Dept,Ramsey,2016,2,0,2,12,0,22,19,47,1,19,184,700,3463,39,2278,5659,1874,109,14,30,86,1043,19,165,1266,147,5
MN0621000,White Bear Lake Police Dept,Ramsey,2016,0,0,0,5,0,1,4,0,0,0,9,6,100,0,131,448,27,6,0,3,3,73,0,8,57,5,0
MN062110X,Little Canada Police Dept,Ramsey,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MN062120X,Shoreview Police Dept,Ramsey,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MN062130X,Vadnais Heights Police Dept,Ramsey,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MN062150X,North Oaks Police Dept,Ramsey,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MN062170X,White Bear Township Police Dept,Ramsey,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
